Census Tract,County,Total:,Total:!!White alone,Total:!!Black or African American alone,Total:!!American Indian and Alaska Native alone,Total:!!Asian alone,Total:!!Native Hawaiian and Other Pacific Islander alone,Total:!!Some other race alone,Total:!!Two or more races:,Total:!!Two or more races:!!Two races including Some other race,"Total:!!Two or more races:!!Two races excluding Some other race, and three or more races"
744.05,Orange,"6,940","2,172",12,143,71,10,"4,104",428,382,46
744.06,Orange,"3,704",870,71,42,105,13,"2,550",53,27,26
744.07,Orange,"6,867","2,722",45,0,276,0,"3,485",339,230,109
744.08,Orange,"5,721","2,300",191,43,323,0,"2,550",314,177,137
745.01,Orange,"7,339","1,232",8,0,709,0,"4,996",394,185,209
745.02,Orange,"5,365","2,031",0,38,221,0,"2,943",132,121,11
746.01,Orange,"8,264","3,477",0,99,198,89,"4,074",327,140,187
746.02,Orange,"8,508","3,228",72,0,18,82,"4,927",181,120,61
747.01,Orange,"7,164","2,444",24,0,321,0,"4,020",355,347,8
747.02,Orange,"6,465","2,815",14,0,411,2,"2,853",370,273,97
748.01,Orange,"5,930",910,32,33,315,0,"4,613",27,10,17
748.02,Orange,"6,129","1,490",37,0,527,0,"3,716",359,275,84
748.03,Orange,"9,505","2,382",91,24,"2,178",0,"4,471",359,155,204
748.05,Orange,"4,968","1,464",50,27,245,0,"3,035",147,111,36
748.06,Orange,"5,579","1,728",228,26,117,0,"3,386",94,90,4
749.01,Orange,"9,468","1,386",43,75,376,38,"7,465",85,0,85
749.02,Orange,"6,513","1,030",3,39,63,0,"4,821",557,557,0
750.02,Orange,"8,698","2,294",16,0,566,0,"5,696",126,53,73
750.03,Orange,"7,352","1,486",58,98,41,0,"5,073",596,549,47
750.04,Orange,"5,063","1,024",48,6,26,0,"3,518",441,428,13
751,Orange,"10,091","4,502",140,173,585,22,"3,353","1,316","1,209",107
752.01,Orange,"5,527","1,605",0,36,110,48,"3,372",356,300,56
752.02,Orange,"5,999","1,255",22,101,375,0,"3,151","1,095","1,045",50
753.01,Orange,"5,507","2,263",76,0,"1,136",0,"1,759",273,258,15
753.02,Orange,"5,232","2,156",77,54,181,50,"2,161",553,520,33
753.03,Orange,"3,560","2,338",129,15,164,7,578,329,106,223
754.01,Orange,"5,217","3,118",72,44,387,0,"1,250",346,118,228
754.03,Orange,"8,206","3,921",67,27,"1,147",0,"2,599",445,327,118
754.04,Orange,"7,278","3,897",598,32,360,0,"1,709",682,533,149
754.05,Orange,"3,150","1,863",37,0,162,0,785,303,158,145
755.04,Orange,"3,907","2,655",59,14,520,0,431,228,48,180
755.05,Orange,"3,339","2,357",100,22,247,121,303,189,61,128
755.06,Orange,"3,378","2,158",119,0,584,0,268,249,157,92
755.07,Orange,"5,137","2,643",149,7,827,0,982,529,310,219
755.12,Orange,"3,672","1,045",222,0,647,37,"1,243",478,339,139
755.13,Orange,"4,932","2,522",63,56,803,0,"1,107",381,221,160
755.14,Orange,"4,093","1,504",109,6,706,0,"1,619",149,82,67
755.16,Orange,"7,318","2,502",121,0,"2,884",161,161,"1,489",115,"1,374"
755.17,Orange,"6,155","2,194",335,34,883,0,"2,435",274,187,87
755.18,Orange,"10,506","3,723",90,0,"5,540",0,705,448,123,325
756.03,Orange,"3,962","3,071",56,54,348,0,379,54,44,10
756.04,Orange,"7,364","5,247",62,29,"1,664",0,33,329,111,218
756.05,Orange,"6,232","4,302",93,20,"1,224",0,135,458,224,234
756.06,Orange,"5,941","4,527",1,0,918,0,198,297,150,147
756.07,Orange,"6,824","3,554",14,0,"2,598",0,229,429,144,285
757.01,Orange,"7,040","4,537",48,88,575,0,"1,104",688,169,519
757.02,Orange,"3,436","2,510",4,15,389,11,369,138,19,119
757.03,Orange,"4,488","3,315",18,26,539,0,99,491,206,285
758.05,Orange,"4,040","3,318",12,0,128,0,470,112,67,45
758.06,Orange,"5,999","4,022",60,42,422,2,891,560,385,175
758.07,Orange,"4,621","3,613",8,51,315,0,478,156,119,37
758.08,Orange,"3,238","2,758",0,9,228,6,82,155,56,99
758.09,Orange,"3,264","2,516",10,0,455,0,126,157,106,51
758.1,Orange,"2,844","2,153",22,0,598,0,14,57,0,57
758.11,Orange,"3,224","2,447",34,37,265,0,259,182,130,52
758.12,Orange,"5,995","4,053",21,51,392,172,944,362,234,128
758.13,Orange,"4,826","3,449",73,0,707,17,142,438,166,272
758.14,Orange,"2,825","1,653",51,15,870,0,46,190,44,146
758.15,Orange,"5,654","4,345",57,12,349,27,244,620,379,241
758.16,Orange,"3,105","2,174",115,21,310,0,367,118,50,68
759.01,Orange,"4,063","3,040",15,68,215,43,541,141,17,124
759.02,Orange,"6,972","5,380",137,12,514,0,460,469,54,415
760.01,Orange,"7,675","4,791",345,8,"1,140",0,984,407,364,43
760.02,Orange,"1,128",932,17,0,133,36,0,10,0,10
761.02,Orange,"8,657","5,018",454,62,"1,231",0,"1,525",367,199,168
761.03,Orange,"9,734","5,364",69,16,"2,100",0,"1,494",691,646,45
761.04,Orange,"5,087","3,070",161,0,894,163,244,555,161,394
761.05,Orange,"4,215","2,829",85,22,300,23,478,478,0,478
762.01,Orange,"7,958","4,147",110,67,"2,041",0,624,969,711,258
762.02,Orange,"6,088","4,679",118,62,549,0,319,361,204,157
762.04,Orange,"3,877","2,767",43,141,153,0,467,306,68,238
762.05,Orange,"7,572","5,191",126,210,660,0,607,778,363,415
762.06,Orange,"5,482","4,342",22,26,358,0,425,309,93,216
762.08,Orange,"5,448","3,934",57,0,719,23,600,115,40,75
863.01,Orange,"6,773","4,713",73,32,604,27,921,403,368,35
863.03,Orange,"9,098","4,151",141,0,"3,497",0,563,746,210,536
863.04,Orange,"4,467","2,618",147,95,527,34,775,271,208,63
863.05,Orange,"4,622","2,310",51,205,788,80,228,960,847,113
863.06,Orange,"3,838","2,533",33,105,441,0,370,356,132,224
864.02,Orange,"6,724","4,285",102,8,664,0,340,"1,325","1,272",53
864.04,Orange,"6,883","4,594",14,0,862,0,"1,083",330,265,65
864.05,Orange,"7,018","4,291",65,68,930,0,"1,153",511,444,67
864.06,Orange,"3,841","1,883",156,47,486,0,754,515,294,221
864.07,Orange,"6,433","3,231",29,105,752,67,"1,826",423,193,230
865.01,Orange,"4,045","2,908",53,0,79,0,704,301,249,52
865.02,Orange,"6,508","4,336",11,19,60,0,"1,318",764,731,33
866.01,Orange,"9,135","5,215",206,60,988,0,"1,966",700,465,235
866.02,Orange,"6,399","3,556",191,14,"1,149",0,"1,183",306,171,135
867.01,Orange,"9,057","5,115",72,0,"2,143",0,989,738,653,85
867.02,Orange,"8,269","3,667",358,112,926,0,"2,244",962,803,159
868.01,Orange,"3,394","2,253",140,0,320,44,405,232,99,133
868.02,Orange,"5,845","2,950",85,0,"1,499",17,"1,094",200,184,16
868.03,Orange,"8,505","4,137","1,030",15,"2,336",45,454,488,65,423
869.01,Orange,"8,437","4,814",195,78,"1,948",176,728,498,0,498
869.02,Orange,"6,165","3,692",199,0,"1,681",114,77,402,36,366
869.03,Orange,"6,625","4,200",537,19,935,0,461,473,365,108
870.01,Orange,"5,667","2,819",353,0,"1,336",0,403,756,665,91
870.02,Orange,"7,423","4,429",353,43,"1,792",39,375,392,160,232
871.01,Orange,"4,534","2,374",264,14,"1,495",130,123,134,58,76
871.02,Orange,"6,919","4,067",599,246,850,0,563,594,478,116
871.03,Orange,"8,903","4,770",474,116,"2,510",54,555,424,347,77
871.05,Orange,"5,938","3,448",48,19,961,0,664,798,663,135
871.06,Orange,"4,858","2,586",304,6,619,0,582,761,707,54
872,Orange,"7,862","5,479",122,115,"1,186",32,615,313,260,53
873.01,Orange,"4,334","2,837",77,0,340,0,794,286,235,51
873.02,Orange,"6,753","3,986",22,62,823,9,698,"1,153","1,120",33
874.01,Orange,"5,348","2,975",59,17,"1,644",0,343,310,168,142
874.03,Orange,"2,989","2,297",12,47,105,119,209,200,187,13
874.04,Orange,"4,583","2,826",53,28,263,0,549,864,841,23
874.05,Orange,"5,108","4,326",22,0,181,0,524,55,55,0
875.03,Orange,"6,230","4,159",66,96,717,9,752,431,245,186
875.04,Orange,"7,420","4,485",22,10,810,85,"1,248",760,692,68
875.05,Orange,"4,409","2,671",168,0,645,83,483,359,173,186
876.01,Orange,"4,913","3,018",113,11,"1,130",0,350,291,100,191
876.02,Orange,"8,978","5,508",451,70,"1,288",0,"1,547",114,44,70
877.01,Orange,"5,994","2,852",162,0,"1,552",265,994,169,52,117
877.03,Orange,"5,984","2,881",51,9,"1,563",37,758,685,347,338
877.04,Orange,"5,451","2,659",92,105,"1,697",19,322,557,241,316
878.01,Orange,"4,724","2,860",101,52,956,0,490,265,124,141
878.02,Orange,"8,151","3,190",80,15,"2,205",99,"2,014",548,153,395
878.03,Orange,"6,130","2,527",31,0,"1,717",89,718,"1,048",937,111
878.05,Orange,"6,446","3,576",357,9,"1,483",111,651,259,141,118
878.06,Orange,"6,562","3,597",88,14,"1,142",0,"1,089",632,61,571
879.01,Orange,"3,891","1,548",10,89,"1,541",0,602,101,0,101
879.02,Orange,"5,175","2,598",39,0,"1,842",0,562,134,116,18
880.01,Orange,"4,314","1,641",36,0,"2,223",37,298,79,43,36
880.02,Orange,"4,543","1,541",0,0,"2,332",18,452,200,73,127
881.01,Orange,"2,124","1,029",132,4,461,0,320,178,63,115
881.04,Orange,"4,638","2,377",72,59,"1,373",0,494,263,110,153
881.05,Orange,"4,731","1,774",74,27,"2,408",55,246,147,27,120
881.06,Orange,"5,187","1,583",91,0,"2,274",0,"1,037",202,121,81
881.07,Orange,"6,038","1,557",3,7,"3,859",0,519,93,44,49
882.01,Orange,"3,803","1,801",22,0,"1,273",1,585,121,64,57
882.02,Orange,"3,807","1,975",93,0,"1,397",25,214,103,0,103
882.03,Orange,"5,267","1,759",20,99,"2,631",0,462,296,51,245
883.01,Orange,"6,173","2,996",6,0,"2,458",22,452,239,95,144
883.02,Orange,"6,435","2,956",109,17,"2,549",41,271,492,462,30
884.01,Orange,"5,340","2,222",212,7,"1,721",23,362,793,723,70
884.02,Orange,"4,539","2,039",13,6,"1,618",0,740,123,45,78
884.03,Orange,"6,473","3,260",69,3,"1,818",0,522,801,720,81
885.01,Orange,"6,916","2,681",54,4,"1,918",10,"1,563",686,471,215
885.02,Orange,"5,273","1,797",0,21,"1,472",12,"1,822",149,95,54
886.01,Orange,"7,434","1,693",15,0,"4,133",105,"1,360",128,83,45
886.02,Orange,"4,378","2,064",37,0,"1,823",6,307,141,105,36
887.01,Orange,"6,151","1,754",82,0,"3,522",0,597,196,86,110
887.02,Orange,"6,152","1,417",71,25,"3,806",0,636,197,50,147
888.01,Orange,"7,576","1,513",275,48,"4,540",0,837,363,113,250
888.02,Orange,"5,254","1,203",3,40,"2,964",3,760,281,169,112
889.01,Orange,"6,803","1,111",248,46,"4,525",9,638,226,37,189
889.02,Orange,"5,365","1,062",10,45,"3,408",0,440,400,349,51
889.03,Orange,"8,749","2,395",35,0,"4,874",38,522,885,650,235
889.04,Orange,"4,877",653,0,0,"4,079",0,43,102,0,102
889.05,Orange,"4,935",644,178,11,"3,695",0,144,263,11,252
890.01,Orange,"6,358",844,0,0,"3,864",0,"1,385",265,184,81
890.03,Orange,"4,430","1,642",16,13,"1,653",0,828,278,268,10
890.04,Orange,"6,860","1,236",29,14,"2,958",16,"2,068",539,427,112
891.02,Orange,"6,783","2,594",178,12,"1,671",0,"1,974",354,248,106
891.04,Orange,"5,873","2,137",43,246,"1,162",0,"2,147",138,113,25
891.05,Orange,"6,413","1,647",105,14,558,55,"3,568",466,295,171
891.06,Orange,"4,516","1,597",38,122,764,0,"1,740",255,236,19
891.07,Orange,"6,200","1,865",0,0,"2,266",0,"1,567",502,413,89
992.02,Orange,"7,934","1,918",0,0,"2,930",21,"2,806",259,67,192
992.03,Orange,"6,269","1,932",14,0,"3,650",0,147,526,450,76
992.04,Orange,"5,376",886,135,17,"3,726",10,230,372,290,82
992.12,Orange,"5,675","3,377",92,101,712,7,825,561,229,332
992.14,Orange,"3,578","2,827",13,0,538,0,14,186,149,37
992.15,Orange,"5,540","3,713",0,48,988,16,206,569,151,418
992.16,Orange,"4,800","3,124",74,52,666,122,651,111,49,62
992.17,Orange,"2,590","2,218",48,0,230,0,6,88,12,76
992.2,Orange,"5,899","4,680",206,21,337,0,337,318,56,262
992.22,Orange,"5,378","1,323",16,13,"3,457",0,346,223,32,191
992.23,Orange,"5,278","1,109",0,45,"3,440",20,338,326,177,149
992.24,Orange,"3,178","1,456",0,0,"1,431",0,137,154,74,80
992.25,Orange,"3,880","1,395",0,0,"1,730",295,285,175,0,175
992.26,Orange,"3,862","1,425",0,18,"2,299",0,84,36,36,0
992.27,Orange,"5,755","2,239",25,23,"2,468",0,755,245,95,150
992.29,Orange,"5,615","3,239",15,0,"1,703",0,160,498,27,471
992.3,Orange,"4,399","2,828",0,29,"1,109",57,162,214,52,162
992.31,Orange,"4,907","3,321",3,0,"1,327",0,42,214,44,170
992.32,Orange,"5,624","3,408",9,10,"1,822",11,40,324,21,303
992.33,Orange,"3,173","1,632",16,0,"1,226",2,227,70,16,54
992.34,Orange,"4,260","2,086",8,0,"1,342",22,11,791,579,212
992.35,Orange,"5,546","3,796",65,14,925,40,143,563,245,318
992.37,Orange,"3,236","2,353",64,24,410,0,38,347,115,232
992.38,Orange,"3,906","2,822",20,14,729,0,21,300,163,137
992.39,Orange,"3,795","3,101",8,0,541,0,52,93,0,93
992.4,Orange,"5,239","4,332",66,0,393,57,169,222,0,222
992.41,Orange,"3,890","2,062",167,56,"1,013",17,113,462,23,439
992.42,Orange,"3,673","2,070",69,15,479,133,513,394,256,138
992.43,Orange,"4,044","2,774",143,0,684,9,48,386,53,333
992.44,Orange,"3,604","2,975",18,0,238,0,67,306,233,73
992.45,Orange,"2,562","1,917",24,0,367,0,125,129,12,117
992.46,Orange,"3,228","1,914",0,19,844,0,317,134,36,98
992.47,Orange,"3,236",697,29,19,"1,704",0,747,40,14,26
992.48,Orange,"6,018","1,570",0,45,"1,546",27,"2,548",282,267,15
992.49,Orange,"4,140","1,384",32,0,407,88,"1,965",264,221,43
992.5,Orange,"3,312","1,990",45,0,813,27,162,275,72,203
992.51,Orange,"5,592","2,774",2,17,"1,821",37,362,579,36,543
993.05,Orange,"7,629","5,427",49,14,441,118,964,616,196,420
993.06,Orange,"5,611","4,317",65,0,407,44,454,324,112,212
993.07,Orange,"2,428","2,031",0,0,220,0,12,165,102,63
993.08,Orange,"6,185","4,812",0,0,"1,095",39,26,213,65,148
993.09,Orange,"4,772","3,358",45,41,541,0,172,615,293,322
993.1,Orange,"4,050","3,249",0,0,492,0,144,165,138,27
993.11,Orange,"3,357","2,789",21,20,160,0,91,276,35,241
994.02,Orange,"7,636","2,622",39,97,766,33,"3,306",773,691,82
994.04,Orange,"4,603","2,873",346,23,637,50,247,427,107,320
994.05,Orange,"4,400","3,212",178,0,686,0,78,246,136,110
994.06,Orange,"4,825","3,582",159,3,559,0,183,339,40,299
994.07,Orange,"2,177","1,656",15,0,287,21,48,150,0,150
994.08,Orange,"4,272","2,755",82,0,826,8,71,530,162,368
994.1,Orange,"4,684","3,205",22,7,613,0,535,302,0,302
994.11,Orange,"5,606","3,019",152,103,363,36,"1,670",263,168,95
994.12,Orange,"4,950","3,086",47,35,760,10,464,548,170,378
994.15,Orange,"5,018","4,060",19,105,556,30,60,188,124,64
994.16,Orange,"6,153","4,040",51,35,483,0,312,"1,232",443,789
994.17,Orange,"5,096","3,777",69,20,665,15,99,451,0,451
994.18,Orange,"3,953","2,409",45,6,895,0,363,235,6,229
994.19,Orange,"4,400","3,180",0,20,587,0,240,373,214,159
995.02,Orange,733,461,148,0,12,0,59,53,0,53
995.04,Orange,"3,449","3,033",0,0,150,0,19,247,14,233
995.06,Orange,923,804,6,0,44,21,5,43,43,0
995.08,Orange,"5,065","3,910",52,40,472,0,384,207,63,144
995.09,Orange,"3,132","2,391",69,55,577,0,29,11,11,0
995.1,Orange,"4,494","3,525",35,0,688,36,36,174,98,76
995.11,Orange,"2,828","2,578",25,9,45,0,28,143,23,120
995.12,Orange,"2,756","2,348",64,0,70,11,81,182,41,141
995.13,Orange,"1,977","1,722",0,5,76,0,8,166,46,120
995.14,Orange,"5,299","3,672",0,10,887,0,187,543,76,467
996.01,Orange,"7,775","2,415",103,0,"3,641",229,"1,049",338,195,143
996.02,Orange,"2,886","1,908",56,8,477,0,358,79,5,74
996.03,Orange,"6,205","3,843",7,0,"1,393",0,506,456,72,384
996.04,Orange,"4,161","3,022",56,0,694,0,170,219,0,219
996.05,Orange,"5,617","3,440",157,0,"1,258",11,174,577,122,455
997.01,Orange,"6,778","1,809",70,0,"3,751",0,"1,079",69,0,69
997.02,Orange,"7,843","2,536",64,0,"4,829",0,356,58,10,48
997.03,Orange,"5,774","2,415",116,19,"2,637",0,323,264,47,217
998.01,Orange,"6,122","1,927",108,56,"2,392",0,590,"1,049",760,289
998.02,Orange,"4,938","1,789",69,0,"2,103",0,853,124,24,100
998.03,Orange,"5,838","1,221",8,0,"4,030",87,294,198,140,58
999.02,Orange,"4,584","2,375",166,5,"1,053",0,552,433,183,250
999.03,Orange,"5,750","2,217",72,25,"2,395",13,896,132,20,112
999.04,Orange,"5,711","1,761",58,19,"2,628",0,952,293,26,267
999.05,Orange,"3,763","1,898",56,33,920,0,600,256,61,195
999.06,Orange,"5,232","3,388",43,0,"1,206",41,304,250,37,213
1100.01,Orange,"4,537","3,360",92,0,478,11,154,442,25,417
1100.03,Orange,"2,978","2,400",10,25,497,0,8,38,0,38
1100.04,Orange,"4,753","3,850",1,12,486,0,127,277,50,227
1100.05,Orange,"3,166","2,204",0,26,673,0,156,107,0,107
1100.06,Orange,"3,112","2,379",139,0,386,0,26,182,56,126
1100.07,Orange,"5,280","3,924",290,0,525,9,88,444,333,111
1100.08,Orange,"5,009","3,820",120,64,547,40,15,403,6,397
1100.1,Orange,"4,314","2,568",18,46,"1,284",10,106,282,71,211
1100.11,Orange,"2,673","1,630",71,15,675,0,56,226,111,115
1100.12,Orange,"5,083","3,823",80,10,813,0,63,294,51,243
1100.14,Orange,"4,805","2,745",419,4,759,50,410,418,93,325
1100.15,Orange,"3,611","2,701",0,0,365,0,100,445,225,220
1101.02,Orange,"5,966","2,206",152,185,"2,821",0,248,354,60,294
1101.04,Orange,"5,673","2,792",145,0,"2,312",0,139,285,59,226
1101.06,Orange,"3,603","1,985",217,0,"1,001",32,34,334,70,264
1101.08,Orange,"2,891","1,395",196,0,476,0,536,288,193,95
1101.09,Orange,"6,376","2,499",341,0,"2,840",78,136,482,288,194
1101.1,Orange,"5,268","2,386",100,4,"1,802",10,685,281,143,138
1101.11,Orange,"5,308","2,401",316,23,"2,166",0,93,309,63,246
1101.13,Orange,"2,058","1,275",13,6,548,0,85,131,29,102
1101.14,Orange,"4,883","3,087",0,23,"1,113",0,375,285,128,157
1101.15,Orange,"3,892","1,598",123,0,"1,851",0,261,59,51,8
1101.16,Orange,"4,612","1,185",356,0,"2,551",0,91,429,181,248
1101.17,Orange,"6,785","2,746",177,15,"2,817",0,700,330,72,258
1101.18,Orange,"2,364",770,51,6,"1,516",0,0,21,0,21
1102.01,Orange,"8,464","3,926",265,87,"3,141",0,796,249,101,148
1102.02,Orange,"7,701","3,631",207,121,"2,036",34,846,826,427,399
1102.03,Orange,"5,894","3,788",109,11,"1,132",0,323,531,294,237
1103.01,Orange,"7,178","3,234",262,31,"2,908",0,112,631,67,564
1103.02,Orange,"6,164","3,686",21,55,"1,367",33,791,211,18,193
1103.03,Orange,"4,780","2,694",171,13,"1,372",0,229,301,114,187
1103.04,Orange,"4,886","2,295",136,9,"1,406",0,193,847,657,190
1104.01,Orange,"4,677","1,944",114,377,"1,376",57,502,307,28,279
1104.02,Orange,"5,776","2,816",228,91,"1,226",79,978,358,130,228
1105,Orange,"8,357","3,065",478,151,"2,428",218,"1,477",540,400,140
1106.03,Orange,"7,798","3,573",72,16,"1,513",0,"2,261",363,213,150
1106.04,Orange,"8,869","2,964",116,8,"5,454",0,73,254,123,131
1106.05,Orange,"6,718","1,810",0,0,"4,418",71,110,309,166,143
1106.06,Orange,"3,945","1,404",341,0,"1,386",0,761,53,16,37
1106.07,Orange,"4,084","1,840",123,30,"1,640",0,211,240,20,220
9800,Orange,35,21,7,0,7,0,0,0,0,0
9901,Orange,0,0,0,0,0,0,0,0,0,0
201.04,Placer,961,844,78,0,23,0,16,0,0,0
201.05,Placer,"1,451","1,158",12,23,68,0,0,190,70,120
201.06,Placer,"1,388","1,206",0,0,23,0,110,49,35,14
201.07,Placer,"2,671","2,308",0,0,24,0,339,0,0,0
202,Placer,"6,648","6,384",0,0,79,0,59,126,90,36
203,Placer,"4,439","4,057",0,14,20,0,30,318,0,318
204.01,Placer,"2,257","1,951",25,0,45,0,5,231,124,107
204.02,Placer,"3,709","3,560",18,23,22,0,28,58,10,48
205.01,Placer,"3,034","2,602",0,13,168,0,12,239,3,236
205.02,Placer,"4,662","4,274",40,0,58,63,99,128,37,91
206.01,Placer,"7,204","6,437",45,6,380,0,9,327,15,312
206.04,Placer,"6,269","5,331",418,43,207,0,59,211,0,211
206.05,Placer,"6,372","5,213",219,0,489,10,242,199,87,112
206.06,Placer,"4,305","3,214",53,63,738,0,36,201,42,159
206.07,Placer,"5,345","4,917",3,22,197,0,77,129,30,99
206.08,Placer,"4,272","3,279",99,73,132,16,3,670,334,336
207.1,Placer,"4,898","4,285",46,7,287,59,17,197,0,197
207.11,Placer,"4,450","3,459",27,68,239,8,55,594,446,148
207.12,Placer,"3,377","2,802",24,156,207,3,107,78,29,49
207.13,Placer,"2,896","2,462",125,14,96,0,60,139,62,77
207.14,Placer,"3,822","3,272",51,48,235,0,124,92,29,63
207.15,Placer,"2,878","2,546",2,9,219,12,12,78,25,53
207.17,Placer,"4,940","3,084",196,0,"1,102",10,107,441,76,365
208.05,Placer,"3,827","2,815",133,9,368,4,160,338,69,269
208.06,Placer,"3,754","3,222",114,1,80,0,150,187,84,103
209.01,Placer,"2,363","1,686",17,20,26,0,325,289,185,104
209.08,Placer,"7,398","4,456",28,109,540,17,"1,019","1,229",653,576
210.03,Placer,"6,919","5,925",199,53,44,16,194,488,111,377
210.34,Placer,"4,325","3,436",5,0,580,0,0,304,32,272
210.37,Placer,"2,301","1,668",4,0,482,5,14,128,21,107
210.38,Placer,"7,554","6,267",109,236,576,19,90,257,0,257
210.39,Placer,"1,529","1,407",36,10,47,0,13,16,0,16
210.4,Placer,"3,247","2,972",24,26,159,13,0,53,0,53
210.43,Placer,"3,801","3,163",0,21,334,10,89,184,65,119
210.44,Placer,"5,558","4,476",83,51,452,0,162,334,211,123
210.45,Placer,"3,047","2,561",50,10,109,0,189,128,32,96
210.46,Placer,"5,166","4,117",193,60,270,0,0,526,163,363
210.47,Placer,"4,318","3,435",32,0,398,20,109,324,89,235
210.48,Placer,"3,468","2,455",38,0,517,0,0,458,289,169
211.03,Placer,"4,226","3,302",40,13,131,0,499,241,0,241
211.06,Placer,"2,403","2,019",18,0,138,0,92,136,4,132
211.08,Placer,"2,982","2,285",32,9,92,42,290,232,48,184
211.09,Placer,"6,384","4,829",196,8,809,0,101,441,42,399
211.22,Placer,"3,722","3,090",42,0,278,0,59,253,19,234
211.23,Placer,"7,046","6,053",159,18,315,0,22,479,84,395
211.28,Placer,"3,206","2,514",75,11,176,0,54,376,30,346
211.29,Placer,"3,396","2,711",112,24,198,3,156,192,68,124
211.3,Placer,"2,246","1,516",0,0,483,0,34,213,27,186
211.31,Placer,"4,973","3,933",35,19,317,17,358,294,42,252
212.03,Placer,"7,634","6,323",124,6,180,0,293,708,206,502
212.04,Placer,"2,581","2,258",8,40,19,13,95,148,57,91
213.04,Placer,"5,586","5,046",101,19,238,0,0,182,162,20
213.23,Placer,"9,440","5,977",161,0,"1,819",12,216,"1,255",284,971
213.24,Placer,"5,914","4,585",95,3,812,0,138,281,108,173
213.25,Placer,"7,862","4,813",151,0,"2,244",0,248,406,111,295
213.26,Placer,"2,219","1,576",144,17,369,0,19,94,0,94
213.27,Placer,"4,069","2,685",29,0,786,0,24,545,98,447
213.28,Placer,"7,528","4,579",90,0,"2,196",367,45,251,108,143
214.01,Placer,"3,289","2,568",101,6,15,0,381,218,103,115
214.03,Placer,"5,865","4,533",20,108,136,0,556,512,2,510
215.01,Placer,"5,493","4,858",43,56,232,0,72,232,57,175
215.02,Placer,"4,344","3,445",30,114,242,0,50,463,52,411
216.03,Placer,"4,785","4,332",5,15,113,7,184,129,8,121
216.04,Placer,"3,869","3,559",20,12,64,0,25,189,75,114
218.01,Placer,"5,005","4,715",3,11,46,0,46,184,53,131
218.02,Placer,"6,262","5,832",56,4,66,0,129,175,0,175
219.01,Placer,"3,473","3,044",46,86,13,12,39,233,111,122
219.02,Placer,"5,043","4,493",39,52,47,0,77,335,114,221
220.02,Placer,"6,765","5,953",120,122,36,0,82,452,149,303
220.11,Placer,"1,610","1,514",0,0,29,0,28,39,13,26
220.13,Placer,"3,157","3,010",5,16,63,0,22,41,8,33
220.14,Placer,"1,369","1,298",0,0,0,0,34,37,29,8
221,Placer,815,733,0,22,39,0,0,21,0,21
222,Placer,868,845,0,0,3,0,1,19,0,19
223,Placer,456,434,0,0,22,0,0,0,0,0
224,Placer,"4,590","3,476",122,15,509,0,26,442,59,383
225,Placer,"4,809","2,838",249,51,"1,131",0,158,382,124,258
226,Placer,"4,975","3,561",185,7,375,66,256,525,36,489
228,Placer,"4,849","3,241",173,0,965,21,63,386,97,289
229,Placer,"5,450","3,780",83,80,937,0,324,246,0,246
230,Placer,"3,778","2,744",115,2,530,3,121,263,14,249
231,Placer,"8,371","5,705",248,0,"1,572",0,168,678,83,595
232,Placer,"5,957","4,551",106,0,707,25,271,297,101,196
233,Placer,"6,253","4,442",146,15,807,0,189,654,140,514
234,Placer,"5,799","5,089",23,0,329,14,76,268,58,210
235.01,Placer,"1,004",750,0,6,233,0,0,15,0,15
235.02,Placer,"5,269","4,185",70,0,448,11,73,482,59,423
236,Placer,"4,303","3,983",12,0,251,0,57,0,0,0
237,Placer,"3,329","3,174",38,0,117,0,0,0,0,0
238,Placer,"3,092","2,713",65,11,144,12,0,147,116,31
239,Placer,"3,263","2,740",29,18,77,0,214,185,31,154
